"game_id","player","player_rank","team","Kills","Assists","Deaths","K/D Spread","Suicides","Betrayals","Score"
781660958,"FLIGHT409","20","Red Team","18","6","10","+8","0","0","18"
781660958,"Sam Jev","20","Red Team","14","6","6","+8","0","0","14"
781660958,"The Truth 12","20","Red Team","10","5","6","+4","0","0","10"
781660958,"XI 5n1p3 XI","20","Red Team","8","2","10","-2","0","0","8"
781660958,"RhineGamer","20","Blue Team","14","3","14","0","0","0","14"
781660958,"Leoshor","20","Blue Team","11","6","26","-15","0","0","11"
781660958,"TSG Biohazard10","20","Blue Team","7","2","8","-1","0","0","6"
781660958,"CruelHit Stick","20","Blue Team","0","1","3","-3","0","0","0"
781659501,"THEGOON32","25","Blue Team","20","2","12","+8","0","0","19"
781659501,"Mr Antagonist","25","Blue Team","14","5","13","+1","0","0","14"
781659501,"SidelingChris","25","Blue Team","13","8","14","-1","0","0","13"
781659501,"cunningbobcat","25","Blue Team","4","6","10","-6","0","0","4"
781659501,"Sam Jev","25","Red Team","15","3","10","+5","0","0","15"
781659501,"Hellfire DS","25","Red Team","14","7","12","+2","0","0","14"
781659501,"The Truth 12","25","Red Team","11","4","13","-2","0","0","11"
781659501,"kill103","25","Red Team","8","3","16","-8","0","0","8"
781658229,"HITMAN JKC","19","Red Team","15","3","6","+9","0","0","15"
781658229,"TyLeNoL o","19","Red Team","15","4","7","+8","0","0","15"
781658229,"ek5000","19","Red Team","10","4","7","+3","0","0","10"
781658229,"Intenseninja124","19","Red Team","11","4","11","0","0","0","10"
781658229,"Sam Jev","19","Blue Team","11","5","10","+1","0","0","11"
781658229,"XxSwordAngelxX","19","Blue Team","8","4","15","-7","0","0","8"
781658229,"The Truth 12","19","Blue Team","6","4","11","-5","0","0","6"
781658229,"jen2912","19","Blue Team","5","4","15","-10","0","0","5"
781663994,"Sam Jev","21","Red Team","14","1","4","+10","0","0","14"
781663994,"StK Zeus","21","Red Team","11","2","7","+4","0","0","11"
781663994,"bluesport1456","21","Red Team","8","3","2","+6","0","0","8"
781663994,"The Truth 12","21","Red Team","7","5","8","-1","0","0","7"
781663994,"duncan53087","21","Blue Team","9","5","18","-9","0","0","9"
781663994,"crosshairZ28","21","Blue Team","4","1","10","-6","0","0","4"
781663994,"darkoandmanson","21","Blue Team","7","1","6","+1","0","0","4"
781663994,"KSI IG0DLY 1V1I","21","Blue Team","2","1","9","-7","0","0","2"
781655615,"MimiCk Iz S1k","22","Red Team","16","2","15","+1","0","0","16"
781655615,"HumalogPen","22","Red Team","13","1","13","0","0","0","13"
781655615,"knar kill21","22","Red Team","12","2","9","+3","0","0","12"
781655615,"smokes002000","22","Red Team","9","2","14","-5","0","0","9"
781655615,"Sam Jev","22","Blue Team","15","1","6","+9","0","0","14"
781655615,"chidonias","22","Blue Team","15","2","19","-4","0","0","14"
781655615,"The Truth 12","22","Blue Team","11","0","12","-1","0","0","11"
781655615,"ITSBrutalHitman","22","Blue Team","10","0","15","-5","0","0","10"
781635114,"Sam Jev","20","Red Team","14","3","3","+11","0","0","14"
781635114,"The Truth 12","20","Red Team","11","4","6","+5","0","0","11"
781635114,"Dr Bendova","20","Red Team","9","1","10","-1","0","0","9"
781635114,"Zraylem","20","Blue Team","9","3","9","0","0","0","9"
781635114,"RazorSharpTalon","20","Blue Team","7","2","10","-3","0","0","6"
781635114,"Hawk 2K4","20","Blue Team","3","2","16","-13","0","0","3"
781633739,"iCrash v2","18","Red Team","29","2","4","+25","0","0","29"
781633739,"Sam Jev","18","Red Team","8","1","5","+3","0","0","8"
781633739,"Captain Big G","18","Red Team","7","5","6","+1","0","0","7"
781633739,"The Truth 12","18","Red Team","6","2","7","-1","0","0","6"
781633739,"BrimX","18","Blue Team","7","1","14","-7","0","0","7"
781633739,"Maggotfarmer","18","Blue Team","6","4","13","-7","0","0","6"
781633739,"smoke2019","18","Blue Team","5","3","12","-7","0","0","5"
781633739,"RHODENCOFFEE","18","Blue Team","4","3","11","-7","0","0","4"
781638608,"Sulldawgg","19","Red Team","16","6","13","+3","0","0","16"
781638608,"OMG MAN123","19","Red Team","11","3","11","0","0","0","11"
781638608,"The Truth 12","19","Red Team","7","1","6","+1","0","0","7"
781638608,"Sam Jev","19","Red Team","7","2","3","+4","0","0","6"
781638608,"CncrSurvivor89","19","Blue Team","13","5","20","-7","0","0","13"
781638608,"x Emerica x 51","19","Blue Team","8","2","8","0","0","0","8"
781638608,"Fr0wned","19","Blue Team","8","3","13","-5","0","0","8"
781638608,"THUNDERD0M3","19","Blue Team","3","0","1","+2","0","0","2"
781630858,"Sam Jev","20","Red Team","14","4","1","+13","0","0","14"
781630858,"The Truth 12","20","Red Team","13","6","5","+8","0","0","13"
781630858,"mesjac","20","Red Team","12","5","9","+3","0","0","12"
781630858,"Sulldawgg","20","Red Team","11","6","11","0","0","0","11"
